Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-17,1,,,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-18,1,,,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
organic,,,2023-02-09,30,,,17.24,23.51,31.63,34.42,36.63,40.09,42.34,44.34,47.15,48.71,49.3,49.37,49.64,49.75,50.5,50.87,51.21,51.46,51.86,52.46,53.31,53.79,54.34,54.93,55.39,55.74,56.1,56.1,56.1
organic,,,2023-02-10,32,,,26.56,31.21,34.68,38.42,41.2,43.53,44.46,45.72,47.06,47.78,48.98,50.13,51.48,52.05,53.08,54.21,55.28,55.83,57.0,58.6,59.64,60.26,60.97,61.82,62.36,63.24,63.24,63.24,63.24
organic,,,2023-02-11,43,,,25.54,30.98,36.12,40.28,43.63,47.58,52.37,53.29,53.74,55.51,57.03,59.34,60.41,61.57,62.54,63.76,65.33,67.13,67.91,68.95,70.0,70.75,71.45,72.01,73.02,73.02,73.02,73.02,73.02
organic,,,2023-02-12,43,,,20.34,27.36,32.79,35.64,37.11,38.86,39.99,40.86,42.36,44.39,46.61,47.95,48.97,49.76,50.5,51.44,51.71,51.93,52.66,52.9,53.1,54.66,55.17,55.6,55.6,55.6,55.6,55.6,55.6
organic,,,2023-02-13,58,,,30.67,35.63,39.61,42.98,45.17,47.66,48.95,50.55,51.41,52.14,52.88,53.9,54.68,55.21,55.8,56.26,57.05,57.33,57.92,58.24,58.69,59.11,59.75,59.75,59.75,59.75,59.75,59.75,59.75
organic,,,2023-02-14,39,,,19.83,24.19,26.74,28.02,29.42,29.96,30.11,30.21,30.29,30.47,30.56,31.49,31.75,31.99,32.22,32.71,33.25,33.34,33.42,33.48,33.6,33.77,33.77,33.77,33.77,33.77,33.77,33.77,33.77
organic,,,2023-02-15,45,,,15.39,19.52,26.14,28.13,29.2,30.19,31.37,32.22,32.83,33.49,34.02,34.72,35.71,36.55,36.94,37.98,38.64,39.36,40.73,41.69,42.96,42.96,42.96,42.96,42.96,42.96,42.96,42.96,42.96
organic,,,2023-02-16,46,,,14.9,18.07,18.69,19.69,20.53,20.88,21.0,21.86,22.46,22.79,23.48,23.65,23.94,24.32,24.7,24.99,25.49,26.4,26.89,27.33,27.33,27.33,27.33,27.33,27.33,27.33,27.33,27.33,27.33
organic,,,2023-02-17,41,,,24.28,29.35,30.41,31.13,31.59,31.94,32.3,32.58,33.08,33.47,33.88,34.16,34.42,34.57,34.79,34.88,35.11,35.42,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73
organic,,,2023-02-18,39,,,20.71,22.72,24.44,25.44,25.97,26.36,26.56,26.97,27.49,27.75,28.09,28.29,28.43,28.47,28.56,28.63,28.73,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83
organic,,,2023-02-19,52,,,17.52,20.42,22.6,24.25,27.61,30.36,32.86,34.84,36.79,37.92,39.12,40.17,41.22,42.82,43.35,43.62,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03,44.03
organic,,,2023-02-20,53,,,21.3,22.38,23.3,24.98,25.91,26.59,27.74,28.89,30.17,31.72,32.89,33.32,34.12,34.19,34.28,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39
organic,,,2023-02-21,49,,,13.66,18.54,21.51,22.25,22.72,22.94,23.27,23.52,23.66,23.84,23.94,24.09,24.24,24.36,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53,24.53
organic,,,2023-02-22,53,,,15.07,16.31,17.13,18.5,19.73,20.24,21.04,21.4,21.54,21.77,22.01,22.37,22.55,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78
organic,,,2023-02-23,46,,,18.41,20.38,22.07,23.17,23.51,23.86,24.44,24.55,24.87,25.07,25.24,25.49,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71
organic,,,2023-02-24,49,,,20.71,23.31,25.08,26.47,27.56,28.76,29.54,30.31,30.93,31.99,32.78,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48
organic,,,2023-02-25,57,,,16.6,19.56,21.03,21.7,22.09,22.43,22.77,23.13,23.37,23.64,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86,23.86
organic,,,2023-02-26,58,,,15.77,17.7,19.69,20.5,20.93,21.1,21.38,21.75,22.12,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45,22.45
organic,,,2023-02-27,69,,,15.87,18.42,20.13,20.93,21.37,21.69,22.12,22.64,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28,23.28
organic,,,2023-02-28,65,,,17.03,19.25,21.25,23.56,25.54,26.7,27.72,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52
organic,,,2023-03-01,55,,,16.4,17.72,19.27,19.99,20.82,21.46,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15
organic,,,2023-03-02,62,,,21.53,26.65,29.43,31.76,34.51,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61,40.61
organic,,,2023-03-03,97,,,37.23,46.23,50.91,52.87,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34,55.34
organic,,,2023-03-04,101,,,22.16,26.8,29.99,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84
organic,,,2023-03-05,126,,,22.31,31.19,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43,37.43
organic,,,2023-03-06,111,,,15.95,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76
organic,,,2023-03-07,157,,,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88
organic,,,2023-03-08,109,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organic,,,2023-03-09,87,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sdk_test,sdk_test,,2023-03-03,3,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
sdk_test,sdk_test,,2023-03-07,3,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
